File_Name,Folder_Name,Dataset,Event_Lable
4-155650-A-24.wav,target_coughing_ESC50,ESC50,coughing
4-155650-B-24.wav,target_coughing_ESC50,ESC50,coughing
4-157296-A-24.wav,target_coughing_ESC50,ESC50,coughing
4-169726-A-24.wav,target_coughing_ESC50,ESC50,coughing
4-171396-A-24.wav,target_coughing_ESC50,ESC50,coughing
4-177835-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-178997-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-184871-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-204604-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-207681-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-208761-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-209719-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-211197-A-24.wav,target_coughing_ESC50,ESC50,coughing
5-251489-A-24.wav,target_coughing_ESC50,ESC50,coughing
JuxXzuhHtC8_8_18.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
K36wIELI9mE_489_499.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
kEiFeL7Qytg_90_100.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
kk2s7lMpHIs_31_41.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
KmT94pv4v4A_36_46.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
KyMLn8cnfL0_66_76.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
L3SIlxdLGxI_65_75.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
LSadKjcr41k_295_305.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
Nj30UED-ShI_16_26.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
nkok_5SBhRo_0_10.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
nwpjCP-I6_A_17_27.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
oedC1FTmNGw_48_58.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
oOY8XDS9AXE_25_35.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
OPNy0wF5Yc4_297_307.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
pHxRz9hGypc_288_298.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
ptQZNRlEYJY_260_270.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
qMJkDB06pjo_157_167.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
QnPcEZ6Vpr8_262_272.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
QP4dmDnHiGc_106_116.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
rFmPp2lPyTs_96_106.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
Rku_1ONjnG8_718_728.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
Sd3a4n-41cA_20_30.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
t4nbHLc79wM_265_275.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
ToMpoUakDfw_252_262.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
tXqF2NSqP9U_7_17.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
u9QePTCbeSs_106_116.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
URBuec48buc_0_10.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
uu3PCZlcQkE_146_156.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
U_5Cm1DPu7U_887_897.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
vBShYV79LK0_782_792.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
vjEic9uZJts_47_57.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
w7bAtjOmjcA_172_182.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
wh7IGUd9vXI_129_139.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
w_cy-aa4JGo_182_192.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
X31xHZGmUu4_230_240.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
xqDqfr8CtgM_147_157.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
yCJDI5Lr3M8_10_20.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
yHptClvQU4U_105_115.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
ylZiYbw6AOU_354_364.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
zqH2H6OYy_M_107_117.wav,target_Electric_shaver_toothbrush_DESED,DESED,Electric_shaver_toothbrush
1-20133-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-84536-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-84704-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-84705-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-85168-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-85184-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-88807-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-977-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-106881-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-112213-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-112213-B-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-141563-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-173559-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-173607-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-173618-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
2-250710-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-203371-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-203373-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-203374-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-203375-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-203377-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-216280-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-216281-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
3-216284-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204115-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204119-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204121-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204123-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204777-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204777-B-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-204777-C-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
4-212698-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-221528-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-221529-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-233605-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-233607-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-257642-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-260432-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-260433-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
5-260434-A-39.wav,target_glass_breaking_ESC50,ESC50,glass_breaking
1-1791-A-26.wav,target_laughing_ESC50,ESC50,laughing
1-30039-A-26.wav,target_laughing_ESC50,ESC50,laughing
1-30043-A-26.wav,target_laughing_ESC50,ESC50,laughing
1-33658-A-26.wav,target_laughing_ESC50,ESC50,laughing
1-36164-A-26.wav,target_laughing_ESC50,ESC50,laughing
1-36164-B-26.wav,target_laughing_ESC50,ESC50,laughing
1-72695-A-26.wav,target_laughing_ESC50,ESC50,laughing
1-73123-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-109759-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-109759-B-26.wav,target_laughing_ESC50,ESC50,laughing
2-60791-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-60794-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-60795-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-62226-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-79769-A-26.wav,target_laughing_ESC50,ESC50,laughing
2-79775-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-107123-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-110536-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-118487-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-119459-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-126113-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-132747-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-152912-A-26.wav,target_laughing_ESC50,ESC50,laughing
3-152997-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-132803-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-132810-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-132816-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-133674-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-155670-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-164243-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-167571-A-26.wav,target_laughing_ESC50,ESC50,laughing
4-181599-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-171118-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-242932-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-242932-B-26.wav,target_laughing_ESC50,ESC50,laughing
5-244526-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-253534-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-259514-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-263775-A-26.wav,target_laughing_ESC50,ESC50,laughing
5-263775-B-26.wav,target_laughing_ESC50,ESC50,laughing
1-26143-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-29680-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-31748-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-47273-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-47274-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-54505-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-59324-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-81883-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-109505-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-118104-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-119102-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-128631-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-130978-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-130979-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-82538-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
2-93030-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-141684-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-142601-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-142605-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-143119-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-144692-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-148330-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-150231-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
3-156558-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-156843-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-156844-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-157297-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-167642-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-171519-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-184434-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-185415-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
4-185619-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-187979-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-194533-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-201274-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-202220-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-220026-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-220027-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-221518-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
5-221593-A-21.wav,target_sneezing_ESC50,ESC50,sneezing
1-20545-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-27403-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-27405-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-39937-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-40621-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-40967-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-47923-A-28.wav,target_snoring_ESC50,ESC50,snoring
1-53444-A-28.wav,target_snoring_ESC50,ESC50,snoring
2-110417-A-28.wav,target_snoring_ESC50,ESC50,snoring
2-110417-B-28.wav,target_snoring_ESC50,ESC50,snoring
2-114609-A-28.wav,target_snoring_ESC50,ESC50,snoring
2-114609-B-28.wav,target_snoring_ESC50,ESC50,snoring
2-117330-A-28.wav,target_snoring_ESC50,ESC50,snoring
2-52001-A-28.wav,target_snoring_ESC50,ESC50,snoring
2-52001-B-28.wav,target_snoring_ESC50,ESC50,snoring
2-80313-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-123086-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-124795-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-124958-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-130998-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-130998-B-28.wav,target_snoring_ESC50,ESC50,snoring
3-151255-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-151557-A-28.wav,target_snoring_ESC50,ESC50,snoring
3-151557-B-28.wav,target_snoring_ESC50,ESC50,snoring
4-180337-A-28.wav,target_snoring_ESC50,ESC50,snoring
4-183882-A-28.wav,target_snoring_ESC50,ESC50,snoring
4-183882-B-28.wav,target_snoring_ESC50,ESC50,snoring
4-184235-A-28.wav,target_snoring_ESC50,ESC50,snoring
4-184237-A-28.wav,target_snoring_ESC50,ESC50,snoring
4-191297-A-28.wav,target_snoring_ESC50,ESC50,snoring
4-197454-A-28.wav,target_snoring_ESC50,ESC50,snoring
4-197454-B-28.wav,target_snoring_ESC50,ESC50,snoring
5-216368-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-233312-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-234145-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-235874-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-235893-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-236288-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-244459-A-28.wav,target_snoring_ESC50,ESC50,snoring
5-249748-A-28.wav,target_snoring_ESC50,ESC50,snoring
0756d92d.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
08125947.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
105779c4.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
35564ade.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
4196347d.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
423ae14c.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
550535a5.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
775ef1b5.wav,target_train_Microwave_oven_Kaggle2019,Kaggle2019,Microwave_oven
